candidate_id,current_level,offered_level,seniority_jump,years_experience,months_in_current_role,notice_period_days,current_salary,offered_salary,salary_increase_pct,remote_policy_match,interview_score,recruiter_sentiment,hiring_manager_sentiment,process_length_days,response_time_hours,competing_offers,employer_brand_score,technical_test_score,candidate_nps,relocation_required,visa_required,stage_drop_risk,offer_accepted
CAND-0978,Junior,Junior,-1,1,20,30,419107,507000,20.9,1,4.34,4.3,2.8,48,2.3,1,4.2,69.7,25,1,0,0.354,1
CAND-0979,Mid,Senior,1,6,29,30,537888,620000,15.3,1,3.07,4.4,3.6,17,9.5,1,3.1,66.9,-45,0,0,0.298,1
CAND-0980,Mid,Lead,2,7,33,30,490956,574000,17.0,1,3.26,2.9,3.6,65,21.8,1,3.2,,39,0,0,0.525,1
CAND-0981,Mid,Mid,0,4,38,30,566839,651000,14.8,1,4.52,2.6,2.9,24,25.5,1,2.6,100.0,93,0,0,0.461,1
CAND-0982,Senior,Senior,0,10,36,30,827299,994000,20.2,0,2.71,3.6,3.8,34,23.8,0,3.8,68.6,82,0,0,0.219,1
CAND-0983,Junior,Mid,1,2,30,14,416533,487000,16.8,0,2.99,4.3,2.3,57,16.4,0,3.3,55.5,76,0,0,0.21,1
CAND-0984,Junior,Mid,1,1,40,14,475210,545000,14.6,1,2.96,3.7,2.8,16,10.0,1,4.7,58.2,56,0,1,0.339,1
CAND-0985,Senior,Lead,1,10,39,30,827306,923000,11.6,0,4.63,3.8,4.1,51,20.9,1,3.9,79.7,91,0,0,0.438,1
CAND-0986,Mid,Lead,2,6,33,30,581131,667000,14.7,0,4.9,4.5,1.8,36,4.7,0,3.6,46.6,45,0,1,0.122,1
CAND-0987,Senior,Senior,0,8,20,60,707594,838000,18.4,0,4.03,3.0,4.2,66,5.2,0,3.3,74.8,-21,1,0,0.28,1
CAND-0988,Mid,Senior,1,5,3,60,491519,572000,16.4,0,4.05,3.4,1.6,15,13.0,1,2.8,57.1,87,0,0,0.362,0
CAND-0989,Junior,Mid,1,3,27,60,411115,483000,17.4,0,3.09,4.9,1.8,26,14.5,1,2.9,40.1,17,1,0,0.3,0
CAND-0990,Senior,Lead,1,12,35,30,837338,1056000,26.1,1,4.86,3.4,3.0,57,2.0,0,3.3,,-63,0,1,0.228,1
CAND-0991,Senior,Senior,0,12,30,30,641832,747000,16.4,1,3.69,2.6,3.7,10,19.2,0,3.3,68.4,-30,1,0,0.214,1
CAND-0992,Senior,Lead,1,8,38,30,812440,879000,8.2,1,4.1,3.1,4.6,13,26.4,0,3.1,88.9,65,1,0,0.209,1
CAND-0993,Mid,Senior,1,4,29,14,593922,725000,22.0,1,3.43,2.8,3.5,87,11.3,0,3.9,81.7,64,1,0,0.354,0
CAND-0994,Mid,Mid,0,7,41,14,585474,595000,1.7,1,3.31,3.9,3.2,19,120.0,1,4.0,63.6,13,0,0,0.608,0
CAND-0995,Mid,Mid,0,5,30,30,549715,573000,4.3,1,4.66,2.9,3.9,83,6.2,1,3.4,82.6,77,0,0,0.526,0
CAND-0996,Junior,Mid,1,2,16,90,451835,529000,17.0,0,3.88,3.8,2.6,16,8.5,0,4.9,,81,0,0,0.129,1
CAND-0997,Director,Director,0,18,57,14,1053366,1249000,18.6,1,4.52,3.0,3.5,23,8.2,0,2.7,,94,1,1,0.192,1
CAND-0998,Junior,Junior,0,2,21,0,417570,429000,2.8,1,3.68,1.9,2.3,48,11.3,1,3.7,,62,1,0,0.521,1
CAND-0999,Director,Director,0,18,53,60,1117687,1236000,10.6,1,2.91,3.8,3.5,40,8.8,0,3.6,,82,0,0,0.183,1
CAND-1000,Mid,Senior,1,6,25,30,518311,562000,8.5,1,3.09,3.7,3.3,35,3.0,0,3.4,79.9,79,1,0,0.163,1
CAND-1001,Junior,Mid,1,3,17,60,470245,515000,9.6,1,3.57,4.0,2.7,32,7.1,1,3.3,80.1,13,1,0,0.349,0
CAND-1002,Mid,Senior,1,7,30,60,583187,714000,22.5,0,3.06,3.1,3.5,58,11.0,1,3.7,,24,0,0,0.47,0
CAND-1003,Lead,Lead,0,15,42,90,843434,1015000,20.4,1,2.72,3.0,3.5,18,41.6,0,3.6,,49,0,0,0.264,1
CAND-1004,Senior,Lead,1,10,40,30,726879,827000,13.8,1,4.34,3.9,4.5,27,110.2,1,3.5,,-85,1,0,0.601,1
CAND-1005,Senior,Lead,1,12,33,60,655739,715000,9.1,1,3.12,4.8,2.0,15,46.3,0,2.9,,21,0,0,0.161,1
CAND-1006,Senior,Lead,1,8,17,30,706202,720000,1.9,0,3.6,3.6,3.3,36,5.6,0,2.7,49.3,49,1,1,0.178,1
CAND-1007,Senior,Director,2,8,31,30,738580,937000,26.8,0,3.71,3.9,2.7,18,6.1,0,3.5,,-37,1,0,0.121,1
CAND-1008,Senior,Mid,-1,12,43,30,719599,858000,19.3,1,3.09,3.3,4.2,22,10.4,0,3.5,,-30,0,0,0.177,0
CAND-1009,Junior,Mid,1,3,21,14,413649,445000,7.6,0,4.52,2.4,4.1,28,72.6,0,3.6,79.7,47,0,0,0.4,1
CAND-1010,Mid,Mid,0,6,27,30,596770,719000,20.5,0,2.72,4.4,3.9,10,10.3,0,3.6,,77,0,0,0.084,1
CAND-1011,Junior,Mid,1,3,33,30,419470,476000,13.4,1,3.68,4.3,2.8,12,3.2,1,3.4,58.0,87,1,0,0.277,1
CAND-1012,Director,Director,0,20,40,60,1317109,1467000,11.4,1,3.67,4.2,4.2,42,7.4,1,3.6,86.3,58,0,0,0.36,1
CAND-1013,Director,Director,0,18,32,60,1367476,1612000,17.9,1,3.46,3.5,2.0,26,26.0,0,3.2,,49,0,0,0.213,1
CAND-1014,Junior,Junior,0,1,22,60,428621,460000,7.3,1,2.59,4.1,1.8,61,24.3,0,4.6,84.5,36,1,1,0.25,0
CAND-1015,Senior,Lead,1,10,31,14,769681,854000,10.9,0,4.11,4.3,2.3,43,10.0,0,3.2,89.6,-6,0,0,0.163,0
CAND-1016,Director,Director,0,18,38,60,1241051,1428000,15.1,1,4.02,4.9,3.4,10,24.1,0,3.5,,-22,0,0,0.088,1
CAND-1017,Junior,Mid,1,3,22,30,417997,458000,9.5,1,3.03,4.4,4.0,37,1.3,0,3.3,,83,0,1,0.121,1
CAND-1018,Mid,Mid,0,7,34,60,577805,693000,20.0,1,4.0,3.7,1.0,12,13.5,1,3.3,72.7,47,0,0,0.338,1
CAND-1019,Director,Director,0,18,47,90,1142776,1495000,30.8,1,3.76,2.6,4.6,51,28.8,0,3.7,58.9,83,0,0,0.329,1
CAND-1020,Junior,Mid,1,1,27,14,408391,438000,7.2,0,2.6,3.7,3.5,88,5.3,0,3.6,100.0,74,0,1,0.287,1
CAND-1021,Senior,Senior,0,8,54,60,834363,826000,-1.0,1,2.9,3.8,2.0,32,5.3,0,3.4,,-5,1,0,0.156,0
CAND-1022,Mid,Mid,0,4,26,0,482526,463000,-4.0,1,4.3,4.2,3.5,42,1.9,0,3.5,,53,0,0,0.146,1
CAND-1023,Director,Director,1,18,50,30,1397902,1574000,12.6,1,3.72,4.7,4.4,18,59.7,1,3.3,56.9,45,0,0,0.407,1
CAND-1024,Director,Director,0,20,42,30,1315483,1421000,8.0,1,3.1,3.5,3.9,26,5.9,0,3.9,92.0,42,0,0,0.163,1
CAND-1025,Director,Director,0,18,39,14,1248718,1447000,15.9,1,2.9,5.0,4.4,60,15.5,0,4.9,98.2,57,0,1,0.172,1
CAND-1026,Mid,Mid,0,6,24,60,488733,563000,15.2,1,3.14,2.2,2.2,15,22.3,1,3.2,,99,0,0,0.457,1
CAND-1027,Lead,Director,2,15,37,0,870290,867000,-0.4,1,3.19,3.9,3.0,19,55.3,0,3.9,72.3,85,0,0,0.246,1
CAND-1028,Senior,Lead,1,12,39,14,712793,696000,-2.3,1,2.91,3.0,2.6,27,10.4,0,3.7,53.7,93,1,1,0.206,1
CAND-1029,Mid,Senior,1,4,53,30,516051,602000,16.7,1,2.28,2.1,4.9,44,7.1,1,4.1,51.9,-77,0,0,0.49,1
CAND-1030,Senior,Lead,1,12,28,60,655909,756000,15.2,1,4.3,3.4,4.0,23,14.5,1,4.1,,-24,0,0,0.383,1
CAND-1031,Junior,Junior,0,1,19,90,469682,518000,10.2,1,4.18,2.4,5.0,72,44.0,0,3.8,89.9,-47,0,1,0.426,1
CAND-1032,Mid,Mid,0,7,29,60,557338,552000,-0.9,1,2.61,3.5,3.0,13,10.3,0,3.7,59.8,14,0,1,0.145,0
CAND-1033,Junior,Mid,1,3,27,60,453432,536000,18.2,0,3.6,3.6,2.7,23,4.7,1,3.4,,44,0,0,0.347,1
CAND-1034,Junior,Junior,0,2,26,30,408133,512000,25.4,1,2.87,4.5,3.3,44,2.6,0,3.2,58.8,68,0,0,0.134,1
CAND-1035,Junior,Junior,0,1,36,0,431571,503000,16.5,0,3.32,2.4,4.6,17,3.6,0,3.6,71.4,52,0,0,0.203,1
CAND-1036,Senior,Senior,0,8,11,14,719062,765000,6.4,0,3.26,4.3,3.1,40,28.9,0,2.9,,93,0,0,0.203,1
CAND-1037,Mid,Mid,0,4,6,30,622350,712000,14.4,1,3.2,3.7,3.5,15,8.8,0,3.3,66.5,96,0,0,0.133,0
CAND-1038,Senior,Director,2,10,31,60,751546,764000,1.7,0,4.9,4.4,3.5,11,6.6,0,4.4,,-16,0,0,0.077,1
CAND-1039,Junior,Junior,0,1,34,30,431458,533000,23.5,0,3.19,3.3,3.4,13,6.0,0,3.8,58.7,88,0,0,0.146,1
CAND-1040,Mid,Senior,1,4,14,60,535415,614000,14.7,1,2.93,2.5,2.8,72,13.3,1,4.2,71.0,50,0,0,0.543,0
CAND-1041,Mid,Mid,0,7,3,30,534160,524000,-1.9,0,2.97,2.6,3.3,33,9.6,0,4.6,66.6,46,1,0,0.241,0
CAND-1042,Senior,Director,2,12,41,14,694399,773000,11.3,1,4.23,2.6,3.2,53,9.3,0,3.6,77.5,82,1,0,0.285,0
CAND-1043,Mid,Mid,0,4,32,14,505298,597000,18.2,1,2.34,4.0,3.4,22,47.0,0,3.8,79.4,-44,1,1,0.226,0
CAND-1044,Senior,Senior,0,8,25,60,793263,881000,11.0,0,2.97,4.8,4.2,35,56.7,1,3.5,64.4,91,0,0,0.432,1
CAND-1045,Lead,Director,1,15,32,60,1008036,1124000,11.5,1,4.51,3.1,5.0,30,2.4,0,3.2,53.6,71,0,0,0.187,1
CAND-1046,Mid,Senior,1,7,20,60,569407,586000,3.0,0,3.67,4.1,2.6,76,16.9,0,3.1,,90,0,0,0.265,1
CAND-1047,Junior,Junior,0,3,25,14,455257,542000,19.1,0,3.63,2.4,3.0,48,5.6,0,4.2,,100,1,0,0.277,0
CAND-1048,Junior,Junior,0,1,17,90,442513,479000,8.2,0,4.99,3.7,2.7,46,9.5,0,3.8,59.1,54,0,0,0.204,1
CAND-1049,Lead,Lead,0,15,46,30,871097,824000,-5.4,1,3.67,4.1,3.6,11,16.6,1,4.8,,-43,0,0,0.32,0
CAND-1050,Junior,Junior,0,1,3,0,410279,454000,10.7,0,3.0,2.4,2.9,33,9.8,1,4.3,79.2,-15,0,0,0.454,0
CAND-1051,Lead,Lead,0,15,33,90,965476,1186000,22.8,1,3.3,3.4,3.6,28,15.3,0,3.3,87.8,26,0,0,0.196,1
CAND-1052,Mid,Senior,1,6,18,30,515198,569000,10.5,1,2.71,4.2,4.4,72,23.9,1,4.2,,-39,0,0,0.468,0
CAND-1053,Director,Director,0,18,45,60,1205295,1562000,29.6,1,4.38,1.3,1.1,18,16.4,0,3.5,71.4,85,0,0,0.303,1
CAND-1054,Senior,Senior,0,12,30,14,689997,814000,17.9,0,3.9,4.7,3.8,19,6.4,0,4.4,74.4,21,0,0,0.076,1
CAND-1055,Director,Director,1,20,55,30,1373783,1607000,17.0,1,4.29,3.9,3.0,25,6.5,0,3.4,95.1,99,1,1,0.138,1
CAND-1056,Mid,Lead,2,5,11,90,482179,544000,12.8,1,4.35,4.2,3.8,18,2.9,1,3.1,,74,1,1,0.295,0
CAND-1057,Senior,Lead,1,10,36,30,642019,728000,13.4,1,3.21,3.3,2.6,14,5.2,0,3.2,79.2,-12,0,1,0.146,1
CAND-1058,Mid,Mid,0,5,35,60,561455,627000,11.6,1,2.84,2.2,4.5,60,86.7,0,3.3,73.6,49,0,0,0.518,1
CAND-1059,Mid,Mid,0,6,48,14,629776,701000,11.3,0,3.46,4.0,4.2,33,5.5,0,3.2,62.4,48,0,0,0.147,1
CAND-1060,Senior,Director,2,8,31,30,789102,937000,18.8,1,2.89,3.5,3.9,61,3.7,0,3.4,72.9,51,0,0,0.235,1
CAND-1061,Lead,Lead,0,15,45,30,946883,1000000,5.6,1,3.62,3.6,4.1,57,16.8,1,4.2,,56,0,0,0.453,0
CAND-1062,Director,Director,0,20,29,30,1311589,1368000,4.3,0,4.29,4.5,2.7,19,10.9,1,4.8,76.7,-76,0,0,0.299,1
CAND-1063,Senior,Lead,1,10,12,30,713551,741000,3.9,1,3.38,4.2,2.8,33,10.0,1,2.9,,73,0,0,0.346,1
CAND-1064,Mid,Senior,1,5,38,14,483420,640000,32.4,0,3.6,5.0,4.1,12,49.9,1,4.5,,50,0,0,0.351,1
CAND-1065,Mid,Senior,1,5,29,90,539875,641000,18.8,1,3.43,3.7,2.7,69,21.1,1,3.4,,83,0,0,0.484,0
CAND-1066,Senior,Senior,0,10,47,30,818725,955000,16.7,1,4.06,3.0,4.7,25,7.2,0,3.9,,85,0,0,0.194,1
CAND-1067,Junior,Junior,-1,3,10,30,396740,415000,4.5,1,3.03,3.4,3.1,24,8.0,0,2.7,76.3,6,0,1,0.169,1
CAND-1068,Junior,Senior,2,2,29,30,445263,533000,19.6,1,1.96,3.9,3.9,20,7.4,0,4.0,,-66,0,0,0.129,1
CAND-1069,Mid,Mid,0,5,48,30,585789,662000,13.0,0,3.83,4.4,5.0,28,29.2,0,2.5,68.2,74,0,0,0.171,1
CAND-1070,Mid,Senior,1,4,34,60,499465,579000,15.9,1,4.19,2.4,2.8,18,9.0,0,3.9,68.3,99,0,0,0.218,1
CAND-1071,Mid,Senior,1,4,32,90,484131,509000,5.2,0,3.81,3.6,3.5,23,2.0,0,3.9,66.0,45,0,0,0.14,1
CAND-1072,Junior,Mid,1,3,24,30,390652,451000,15.4,1,3.05,4.9,4.3,53,11.6,0,3.8,58.9,13,0,0,0.153,1
CAND-1073,Junior,Junior,0,1,8,60,444973,490000,10.2,1,2.71,3.4,4.3,57,2.6,0,3.3,74.3,-18,0,1,0.229,0
CAND-1074,Junior,Junior,0,1,37,30,467043,500000,7.1,0,3.85,4.3,3.1,20,108.2,1,4.0,,19,0,0,0.557,0
CAND-1075,Director,Director,1,20,41,14,1289815,1556000,20.6,0,3.6,4.0,2.9,28,4.6,0,3.9,77.2,27,0,0,0.134,1
CAND-1076,Mid,Senior,1,5,35,60,569342,570000,0.2,0,3.41,4.4,3.2,63,10.4,0,3.6,,42,0,0,0.202,0
CAND-1077,Mid,Lead,2,5,14,30,499171,595000,19.1,0,4.78,3.0,4.7,11,15.8,1,4.1,62.2,70,0,0,0.384,1
CAND-1078,Senior,Senior,0,8,24,60,857201,1030000,20.2,1,2.84,3.0,3.1,65,9.1,0,3.6,91.5,16,0,0,0.287,1
CAND-1079,Junior,Junior,0,3,38,60,435692,462000,6.1,0,4.74,3.6,3.5,17,9.1,0,4.0,66.5,-64,0,0,0.145,0
CAND-1080,Director,Director,2,18,44,30,1038541,1107000,6.6,1,3.52,2.4,3.0,42,18.6,0,3.6,,34,1,0,0.296,1
CAND-1081,Senior,Lead,1,12,50,90,649470,727000,12.0,1,2.22,3.4,4.0,35,56.0,1,3.8,,88,0,1,0.514,1
CAND-1082,Junior,Mid,1,2,23,60,441344,514000,16.5,0,3.37,3.8,3.5,33,26.2,1,4.0,37.6,52,1,0,0.411,0
CAND-1083,Mid,Mid,0,5,11,30,524308,590000,12.6,1,4.17,5.0,2.5,61,53.4,1,3.5,59.5,98,0,0,0.469,1
CAND-1084,Lead,Director,1,15,50,30,1001711,1181000,17.9,1,3.24,3.9,2.5,13,4.3,0,3.0,,52,0,0,0.106,1
CAND-1085,Director,Director,1,18,42,30,1394542,1812000,29.9,1,2.47,4.1,1.6,22,16.7,0,3.9,64.4,17,0,0,0.145,1
CAND-1086,Mid,Senior,1,6,36,90,615669,674000,9.4,1,3.38,4.5,2.7,32,14.2,0,4.4,,-6,1,0,0.137,1
CAND-1087,Mid,Mid,0,7,30,60,582840,575000,-1.4,1,2.9,2.8,4.1,54,17.3,1,3.9,54.4,73,0,0,0.495,0
CAND-1088,Junior,Junior,-1,3,8,0,410788,499000,21.4,1,3.84,3.5,4.6,17,48.2,1,3.9,36.4,56,0,0,0.448,1
CAND-1089,Director,Director,1,20,49,30,1029477,1329000,29.1,1,4.04,5.0,4.0,53,9.8,0,3.7,,64,0,0,0.142,1
CAND-1090,Junior,Junior,0,3,45,30,413071,485000,17.5,1,2.76,3.5,3.9,25,8.1,1,4.1,60.9,79,1,0,0.366,1
CAND-1091,Director,Director,1,18,52,14,1050560,1095000,4.2,0,3.01,4.5,3.3,16,20.8,0,3.6,,77,0,0,0.118,1
CAND-1092,Senior,Director,2,8,35,0,844323,953000,12.9,1,4.03,4.4,4.1,49,2.1,1,3.4,79.8,-69,1,1,0.35,1
CAND-1093,Mid,Mid,0,7,40,30,556762,578000,3.9,1,2.9,2.4,3.7,12,9.6,1,4.4,75.8,84,0,0,0.407,1
CAND-1094,Mid,Senior,1,6,32,30,623641,747000,19.8,0,2.74,3.8,5.0,31,10.7,0,3.4,79.3,56,0,0,0.168,1
CAND-1095,Junior,Junior,0,3,26,30,382369,389000,1.8,0,2.67,3.7,3.3,12,4.9,1,4.2,81.5,37,0,0,0.317,0
CAND-1096,Junior,Mid,1,3,13,30,477557,532000,11.3,1,3.75,3.9,4.6,23,35.1,0,4.4,,57,0,0,0.205,1
CAND-1097,Junior,Senior,2,3,26,14,380528,400000,5.0,0,3.72,3.0,4.2,36,4.2,0,4.0,46.8,65,1,0,0.211,1
CAND-1098,Junior,Junior,0,3,34,60,410314,472000,15.1,1,3.02,2.7,4.1,33,10.6,1,3.0,85.6,-21,0,1,0.438,1
CAND-1099,Senior,Mid,-1,10,27,30,742979,822000,10.7,1,3.5,3.2,1.6,25,16.3,0,3.7,56.3,41,1,0,0.204,0
CAND-1100,Mid,Mid,0,5,44,30,629119,727000,15.6,0,4.57,3.5,4.2,26,47.2,0,3.6,,28,0,1,0.266,1
CAND-1101,Junior,Junior,0,1,23,30,399748,457000,14.2,0,2.82,4.5,3.3,17,12.1,1,3.4,49.1,31,0,0,0.298,1
CAND-1102,Director,Director,1,20,39,30,1015109,1067000,5.1,1,2.13,5.0,3.0,27,31.1,1,3.8,61.9,-44,0,0,0.338,1
CAND-1103,Lead,Director,2,15,51,14,833919,997000,19.6,1,3.82,4.7,2.1,77,24.5,0,4.2,62.8,-17,0,0,0.25,0
CAND-1104,Director,Director,0,18,45,14,1289642,1465000,13.6,1,3.42,4.3,3.4,59,13.8,0,3.4,53.9,-16,0,0,0.208,1
CAND-1105,Director,Director,0,20,55,14,1297952,1364000,5.1,1,3.0,2.8,3.4,14,4.1,1,3.6,52.2,34,0,0,0.373,1
CAND-1106,Junior,Junior,0,3,21,60,460792,618000,34.2,0,3.96,3.3,2.2,10,2.9,0,3.6,72.8,92,0,0,0.131,1
CAND-1107,Mid,Senior,1,5,29,60,550441,651000,18.3,1,4.09,3.8,2.1,73,13.6,1,4.4,55.9,-1,1,0,0.468,1
CAND-1108,Senior,Mid,-1,10,40,60,753843,849000,12.6,1,1.95,3.1,3.8,31,7.1,0,3.5,58.9,41,1,1,0.201,0
CAND-1109,Senior,Lead,1,8,38,60,714420,905000,26.7,1,3.04,4.1,4.2,32,30.5,0,3.0,35.2,24,0,0,0.201,1
CAND-1110,Junior,Mid,1,2,4,60,408906,534000,30.6,0,5.0,4.2,3.6,51,25.7,0,2.8,,82,0,1,0.226,1
CAND-1111,Senior,Lead,1,12,24,30,747447,842000,12.7,1,3.91,4.0,4.4,21,10.1,0,3.9,82.1,-65,0,1,0.132,1
CAND-1112,Junior,Junior,0,3,33,30,451486,529000,17.1,0,3.97,4.4,3.3,29,3.8,1,3.2,,-4,0,0,0.31,1
CAND-1113,Junior,Mid,1,3,22,0,446896,470000,5.1,0,4.32,2.9,3.4,81,20.3,0,4.1,54.5,0,1,0,0.357,1
CAND-1114,Mid,Mid,0,7,24,30,583431,658000,12.7,1,3.51,4.3,2.6,41,4.4,0,2.9,68.2,100,0,0,0.144,1
CAND-1115,Mid,Mid,0,7,16,60,633018,710000,12.2,0,4.06,3.0,2.0,15,5.7,1,3.4,67.8,60,0,0,0.368,0
CAND-1116,Mid,Senior,1,7,19,30,527020,610000,15.7,0,4.0,2.8,5.0,14,4.6,0,2.9,48.9,-25,0,1,0.175,1
CAND-1117,Junior,Mid,1,2,3,30,454266,531000,17.0,1,3.88,4.0,4.4,16,10.6,0,4.0,29.7,16,0,0,0.122,1
CAND-1118,Lead,Senior,-1,15,40,30,842161,1002000,19.0,1,3.27,4.6,2.1,50,39.3,0,4.1,60.1,-14,0,0,0.233,1
CAND-1119,Mid,Mid,0,4,24,30,507738,589000,16.1,1,3.62,4.0,3.5,20,12.1,0,3.9,44.5,-30,1,0,0.135,1
CAND-1120,Junior,Junior,0,2,14,60,383925,396000,3.1,1,3.09,3.6,3.3,10,7.8,0,3.0,,83,0,1,0.126,1
CAND-1121,Lead,Lead,0,15,41,60,959535,1013000,5.6,1,3.51,3.8,3.2,75,2.6,0,3.3,70.7,51,1,0,0.245,0
CAND-1122,Director,Director,0,18,51,30,1037153,1132000,9.1,1,2.68,3.7,3.0,15,21.2,0,3.8,53.4,67,0,1,0.164,1
CAND-1123,Lead,Lead,0,15,62,60,1034020,1153000,11.5,0,2.95,2.7,3.7,10,5.6,1,2.7,60.0,27,0,0,0.374,1
CAND-1124,Senior,Lead,1,12,20,30,701009,866000,23.5,1,3.3,2.6,4.1,18,13.7,0,3.6,,58,0,0,0.218,1
CAND-1125,Senior,Lead,1,8,47,60,727938,753000,3.5,1,2.84,3.5,3.8,18,8.5,1,4.6,,13,0,1,0.351,0
CAND-1126,Mid,Senior,1,7,39,30,579546,642000,10.8,1,3.15,3.7,3.3,26,28.2,1,3.6,61.2,23,0,1,0.406,1
CAND-1127,Junior,Mid,1,2,16,30,471253,578000,22.6,0,3.39,3.6,3.3,70,10.4,0,2.8,,69,0,0,0.266,1
CAND-1128,Mid,Mid,0,5,32,30,536271,597000,11.3,1,3.78,4.1,4.2,63,11.5,0,3.3,50.0,-20,0,0,0.223,0
CAND-1129,Mid,Lead,2,5,25,60,489797,578000,18.1,1,4.16,3.4,3.8,27,19.8,0,3.3,,65,0,0,0.206,1
CAND-1130,Mid,Senior,1,4,31,90,566130,638000,12.7,1,3.18,4.1,3.5,25,100.2,0,5.0,,88,0,0,0.36,1
CAND-1131,Senior,Lead,1,10,51,14,711942,828000,16.3,1,4.43,3.5,3.4,33,29.6,1,4.7,,-32,0,0,0.437,1
CAND-1132,Mid,Senior,1,6,36,14,598065,669000,11.9,1,4.16,5.0,3.7,18,11.1,0,4.1,,92,0,0,0.068,0
CAND-1133,Junior,Senior,2,2,29,90,393965,473000,20.0,1,3.85,3.7,3.0,11,12.2,1,3.5,70.7,-50,0,0,0.333,0
CAND-1134,Junior,Mid,1,3,19,30,393733,394000,0.1,0,3.61,5.0,4.1,74,7.2,1,4.4,56.2,30,0,0,0.382,1
CAND-1135,Senior,Senior,0,8,21,30,824295,912000,10.7,0,3.72,3.9,2.4,16,4.7,0,3.0,74.7,65,0,0,0.113,1
CAND-1136,Junior,Mid,1,1,21,30,406926,475000,16.7,1,4.33,3.4,3.0,16,7.0,0,4.3,,59,0,0,0.149,1
CAND-1137,Lead,Director,1,15,54,14,979855,1164000,18.8,1,4.36,2.9,3.9,28,5.6,0,4.3,,-42,0,1,0.202,1
CAND-1138,Mid,Senior,1,6,14,60,563360,718000,27.4,0,4.43,2.4,2.4,29,23.4,1,3.6,,83,0,0,0.479,1
CAND-1139,Mid,Senior,1,6,19,60,588378,650000,10.5,1,3.53,2.8,2.0,10,4.2,1,4.4,46.5,98,1,0,0.365,1
CAND-1140,Mid,Mid,0,7,31,30,508287,647000,27.3,0,3.89,2.9,3.5,14,46.2,0,3.4,100.0,-10,0,0,0.273,1
CAND-1141,Senior,Senior,0,12,26,30,722104,781000,8.1,0,4.44,3.9,1.9,24,25.8,0,2.9,47.7,92,0,0,0.184,1
CAND-1142,Mid,Lead,2,5,22,60,566916,714000,26.0,0,3.06,3.2,2.2,42,12.4,0,4.3,93.5,59,0,0,0.232,1
CAND-1143,Senior,Lead,1,8,31,14,844639,1025000,21.4,1,3.28,3.7,4.1,17,12.2,1,3.6,55.3,95,1,0,0.346,1
CAND-1144,Mid,Senior,1,7,16,60,483188,511000,5.8,1,3.51,4.6,3.2,26,7.0,1,4.1,79.9,-11,1,0,0.299,1
CAND-1145,Mid,Mid,0,4,20,30,571205,667000,16.8,1,4.13,3.5,4.6,33,16.0,0,4.8,75.0,83,0,1,0.203,1
CAND-1146,Lead,Lead,0,15,49,30,917349,1041000,13.5,1,4.14,5.0,2.3,65,36.2,0,3.3,78.0,-60,1,0,0.235,1
CAND-1147,Senior,Lead,1,12,22,90,777837,930000,19.6,1,3.34,2.7,3.3,21,6.0,0,3.6,79.0,91,0,0,0.2,1
CAND-1148,Senior,Lead,1,8,20,60,822698,921000,12.0,0,2.44,3.5,3.8,14,2.6,0,4.6,,71,0,1,0.128,1
CAND-1149,Lead,Director,1,15,35,30,1039779,1156000,11.2,1,3.67,3.2,2.3,29,24.6,1,4.1,57.9,34,0,1,0.434,0
CAND-1150,Lead,Director,1,15,49,60,961879,1215000,26.3,0,2.86,4.3,4.3,48,16.9,0,3.3,47.5,-6,0,1,0.191,1
CAND-1151,Senior,Lead,1,10,34,30,650204,735000,13.1,0,2.46,1.8,3.9,13,4.0,1,3.1,70.8,85,0,0,0.431,0
CAND-1152,Senior,Senior,0,12,31,30,829016,1006000,21.4,1,2.62,2.4,2.0,26,5.9,0,3.4,,64,0,0,0.229,1
CAND-1153,Senior,Lead,1,8,36,90,682120,764000,12.0,1,3.73,3.5,3.4,10,5.2,0,3.3,38.3,32,0,0,0.125,1
CAND-1154,Senior,Senior,0,8,18,60,742903,958000,29.0,0,4.45,4.8,3.7,11,5.9,0,3.8,64.4,45,0,0,0.051,1
CAND-1155,Mid,Mid,0,7,34,30,633730,684000,7.9,1,3.53,3.8,2.9,29,8.8,1,3.7,,86,0,0,0.358,0
CAND-1156,Senior,Lead,1,10,39,30,677081,735000,8.5,1,3.65,2.5,2.1,20,9.3,1,3.9,71.9,29,0,0,0.418,1
CAND-1157,Junior,Senior,2,2,19,0,414986,530000,27.7,1,4.33,2.6,3.7,59,6.4,0,3.2,49.1,-45,0,0,0.291,1
CAND-1158,Lead,Lead,0,15,52,0,899322,989000,10.0,0,2.42,4.9,5.0,36,5.7,0,3.7,,93,0,0,0.1,1
CAND-1159,Lead,Director,1,15,30,30,914819,1175000,28.4,1,3.86,3.1,3.1,27,9.7,0,2.5,33.8,36,0,0,0.198,1
CAND-1160,Junior,Junior,0,1,35,60,430304,525000,22.0,1,3.49,2.8,4.8,25,14.4,0,3.8,,30,0,0,0.224,0
CAND-1161,Senior,Senior,0,12,37,30,705592,794000,12.6,0,3.9,4.8,2.7,30,8.9,1,4.4,46.1,-2,0,0,0.301,1
CAND-1162,Junior,Junior,-1,2,20,60,438548,428000,-2.3,1,3.16,4.4,3.6,11,38.8,0,2.8,62.5,92,0,0,0.157,1
CAND-1163,Mid,Mid,0,4,29,0,578447,658000,13.8,1,2.93,4.6,4.1,66,20.2,0,4.0,41.1,2,1,0,0.221,1
